2026-08-25 18:37:14 | INFO | gradio_web_server | args: Namespace(host='0.0.0.0', port=8000, controller_url='http://localhost:10000', concurrency_count=16, share=False, vocoder_dir='models/cosy2_decoder', hop_len=10, load_onnx=False)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/routing.py", line 288, in handle
2026-08-25 18:39:37 | ERROR | stderr |     await self.app(scope, receive, send)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/routing.py", line 76, in app
2026-08-25 18:39:37 | ERROR | stderr |     await wrap_app_handling_exceptions(app, request)(scope, receive, send)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/_exception_handler.py", line 53, in wrapped_app
2026-08-25 18:39:37 | ERROR | stderr |     raise exc
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/_exception_handler.py", line 42, in wrapped_app
2026-08-25 18:39:37 | ERROR | stderr |     await app(scope, receive, sender)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/routing.py", line 74, in app
2026-08-25 18:39:37 | ERROR | stderr |     await response(scope, receive, send)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/responses.py", line 348, in __call__
2026-08-25 18:39:37 | ERROR | stderr |     await self._handle_simple(send, send_header_only)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/responses.py", line 377, in _handle_simple
2026-08-25 18:39:37 | ERROR | stderr |     await send({"type": "http.response.body", "body": chunk, "more_body": more_body})
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/_exception_handler.py", line 39, in sender
2026-08-25 18:39:37 | ERROR | stderr |     await send(message)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/_exception_handler.py", line 39, in sender
2026-08-25 18:39:37 | ERROR | stderr |     await send(message)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/starlette/middleware/errors.py", line 162, in _send
2026-08-25 18:39:37 | ERROR | stderr |     await send(message)
2026-08-25 18:39:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/uvicorn/protocols/http/httptools_impl.py", line 534, in send
2026-08-25 18:39:37 | ERROR | stderr |     raise RuntimeError("Response content shorter than Content-Length")
2026-08-25 18:39:37 | ERROR | stderr | RuntimeError: Response content shorter than Content-Length
2026-08-25 18:39:45 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:39:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:39:45 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:39:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:39:45 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:39:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:39:45 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:39:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:39:45 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:39:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:39:45 | ERROR | stderr |     raise Error(
2026-08-25 18:39:45 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:39:51 | INFO | gradio_web_server | load_demo. ip: 127.0.0.1
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | Starting new HTTP connection (1): localhost:10000
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | Starting new HTTP connection (1): localhost:10000
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | http://localhost:10000 "POST /refresh_all_workers HTTP/1.1" 200 4
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | http://localhost:10000 "POST /refresh_all_workers HTTP/1.1" 200 4
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | Starting new HTTP connection (1): localhost:10000
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | Starting new HTTP connection (1): localhost:10000
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | http://localhost:10000 "POST /list_models HTTP/1.1" 200 13
2026-08-25 18:39:51 | DEBUG | urllib3.connectionpool | http://localhost:10000 "POST /list_models HTTP/1.1" 200 13
2026-08-25 18:39:51 | INFO | gradio_web_server | Models: []
2026-08-25 18:40:07 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:07 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:07 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:07 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:07 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:07 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:07 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:07 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:07 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:07 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:07 | ERROR | stderr |     raise Error(
2026-08-25 18:40:07 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:42 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:42 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:42 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:42 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:42 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:42 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:42 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:42 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:42 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:42 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:42 | ERROR | stderr |     raise Error(
2026-08-25 18:40:42 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:44 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:44 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:44 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:44 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:44 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:44 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:44 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:44 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:44 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:44 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:44 | ERROR | stderr |     raise Error(
2026-08-25 18:40:44 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:45 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:45 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:45 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:45 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:45 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:45 | ERROR | stderr |     raise Error(
2026-08-25 18:40:45 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:45 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:45 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:45 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:45 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:45 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:45 | ERROR | stderr |     raise Error(
2026-08-25 18:40:45 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:45 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:45 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:45 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:45 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:45 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:45 | ERROR | stderr |     raise Error(
2026-08-25 18:40:45 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:45 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:40:45 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:40:45 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:40:45 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:40:45 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:40:45 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:40:45 | ERROR | stderr |     raise Error(
2026-08-25 18:40:45 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:40:58 | INFO | gradio_web_server | clear_history. ip: 127.0.0.1
2026-08-25 18:41:37 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:41:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:41:37 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:41:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:41:37 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:41:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:41:37 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:41:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:41:37 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:41:37 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:41:37 | ERROR | stderr |     raise Error(
2026-08-25 18:41:37 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:41:55 | ERROR | stderr | Traceback (most recent call last):
2026-08-25 18:41:55 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/queueing.py", line 624, in process_events
2026-08-25 18:41:55 | ERROR | stderr |     response = await route_utils.call_process_api(
2026-08-25 18:41:55 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/route_utils.py", line 323, in call_process_api
2026-08-25 18:41:55 | ERROR | stderr |     output = await app.get_blocks().process_api(
2026-08-25 18:41:55 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 2014, in process_api
2026-08-25 18:41:55 | ERROR | stderr |     inputs = await self.preprocess_data(
2026-08-25 18:41:55 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/blocks.py", line 1709, in preprocess_data
2026-08-25 18:41:55 | ERROR | stderr |     processed_input.append(block.preprocess(inputs_cached))
2026-08-25 18:41:55 | ERROR | stderr |   File "/DATA/hnc/conda_envs/llama-omni2/lib/python3.10/site-packages/gradio/components/dropdown.py", line 202, in preprocess
2026-08-25 18:41:55 | ERROR | stderr |     raise Error(
2026-08-25 18:41:55 | ERROR | stderr | gradio.exceptions.Error: 'Value:  is not in the list of choices: []'
2026-08-25 18:42:13 | INFO | gradio_web_server | clear_history. ip: 127.0.0.1
2026-08-25 18:43:10 | INFO | stdout | Keyboard interruption in main thread... closing server.
